name1,name2,percentage
sjqyzbli,pqlotiws,12
ofkmepmc,umguyefv,0
ldvagygj,ipzzvtrz,36
dluasczs,oulbsjme,45
urkngida,prsrhgzq,41
mtixujud,jrdcjeiz,70
oweaujtl,trjprumh,0
qjqakfnu,umnxecxf,70
kaxmnyar,xugkrmfj,50
ggrhdflw,haldelpz,56
xepkecpb,tzyzffrr,50
kohzmgqf,tauwzhyt,52
bnqhljwv,ldcoumbo,28
ozwycwxf,zdtfmfpm,36
plhiulpo,dfyxrxte,38
lxysqmzv,pzlqfevv,44
txpzqier,misltxqo,91
jimawwrt,ixfixxic,60
fqsstauc,resikhjk,66
oqwromtu,ryytexjt,50
affwzkcl,fgqqqtew,80
nnhultij,phkxymur,4
khggquyk,dbmbroxu,25
gafcqqzf,ekfaoqwk,7
pkslsmoj,kvxpjxnx,79
rfcfzkii,sxfedalt,4
jgjlwveu,bzhfdnuw,16
mvzdvfok,xnjalrtg,38
pulziwui,jgaiflnw,50
hbwzqxhx,jpaidfzj,0
rjcabguj,lwhlgmwk,80
ljllkcpq,ffxodonp,48
xuyyrpvn,fyfeeasm,84
wzuatwfh,znhjsbqs,68
uwnrwvnu,nzqpxevu,12
ioochfzm,wsdmyhny,37
hrgdmyih,lunmemme,40
yhofdaua,ggjcjgsr,1
krlrrhlu,drezxful,24
otgmsclv,ayzdxkbx,15
ofitdjqb,mgjputmk,29
mbraemuz,apdkrvbm,85
ofzajdqy,bxpivlef,8
ebegqkqy,xetloseg,75
ajailvnl,gycjouah,42
vwzmhqem,kcbwyumq,85
hlhjeemv,oaivqvaw,78
ydsmaenc,nsdydrwr,36
xrvedzob,bjaeezur,4
ohzgispa,fitdkzoo,6
mbcedpor,drjrzaom,12
mgvudvua,wueevxcb,67
sheuwpis,yokfrlcn,36
bfnuioml,kktwtsks,20
quihlnso,vfcxwuhf,23
ibzyjrfw,ebwcnoyd,33
rjfootzd,jyhflltq,96
pywrtqrj,rvnpcxlh,75
jbjibehx,frwqqvui,38
hbuqoewh,plkwbjqo,58
oisapxhl,cscnjeco,80
uyvogkzv,lcrjbsjc,65
rylmekod,cevgzvcz,22
mgsgfepr,wyvrnigq,77
ufrxrcfy,fcpavewo,51
vuclbrmx,frctabmo,18
dziqjnbj,avnqqynh,60
dpjezqjh,ubishefy,32
ndjumhdm,phfyajax,45
knevvmur,lujnqcil,4
ozoiweqn,xayyyojb,40
hpiodxsf,msaxsnta,51
gcndiqax,soznxkot,64
ibqufqfi,zvgvkxka,60
momuyvmf,udjjumqb,36
vakxlzqn,zutvdcre,65
zrbtbtwv,pgdtbruf,62
xufjbjnd,fxunfkwd,43
zxrjzyae,qzqiuxep,9
ntuzxcrz,xqbmwide,0
cddezukh,iyislegh,0
yacjiqbb,xpnodlbj,5
jmotclbu,nsfysoix,36
njivfdkd,agidbhra,64
wuqlgymn,sxclrypa,0
hfkewrjg,ptdqsooz,0
wainmzit,cpiwpuul,87
hygkrhpp,ambvtoqd,74
ikwqjkog,himnchdr,95
mzznvydk,mivesowu,55
wwqgwuwt,wzsddatn,75
brtlhwlk,ulesegcr,92
tninipum,dtdskuqv,24
ivphhutv,qfeyregh,46
rdgalhpd,twgsvxyl,60
zndftnsg,diegksqu,58
eoouhfrr,hjlpykph,76
wtngekjj,cgxnfyqu,80
djacuqec,aqphnowq,28
ynebkuma,ovolhyjd,40
kisyihsh,bchblsed,48
zpupwxnu,mgbfdlej,83
rqxzejxu,fzjzlnnk,31
pwugsgct,sgvehfol,8
svpccvmo,tfmoayux,33
ennyyqzx,hfogjyzo,40
odhevuvr,xxmtopvw,75
lxprsivu,nyewjujg,47
dqgjpmne,fpbblwex,32
hzfxyevt,ckwnhskq,96
jpgxgjqy,tjvjpoyk,48
zbcnfore,wodldgph,49
jnhhrwyf,iucmublp,0
dusgzwne,hdywcgvw,21
ykyqvvwb,dhpdqbxm,40
scasuphk,gbhmsgeu,0
zgrqrnha,dexvgsrl,83
erkuxuap,nlcgxcdp,35
cugxosnm,zijsodao,28
hlsrvgvb,ceykczmd,24
qpsogxdv,nbsxtaac,84
eaippzlk,uwyyntpq,56
kikaenxz,nvcxwupq,52
cgdlglqi,ocgcacff,68
xujivgis,qgokgnqe,29
vminvgyy,thzowyyg,85
pxhjmhdw,ibsmocjw,88
esqcfhju,xxwsoftd,71
npnlppna,njqudcuz,64
tfwjzwce,gcjbtgds,60
wdmqylbv,imghkiuy,6
teitndgo,stkvgqwz,6
vppppuoy,bmiumsuf,80
tiitenzt,lwhbdnhl,41
tlwkssbb,aieiuewe,96
vkcakrqm,snxtmgqm,80
eapjihjc,gkfbzqip,60
scxmatit,ktancxlt,21
dtznwftq,pjxsqzts,62
rnbqpixc,iyvirtfj,77
onwxsmfj,lnuuagql,16
uohfapuk,irleztor,97
ftgwirgq,mnidlqjp,25
zsidmgsk,eikgbdbc,36
keigfajv,obwoyjjb,30
xlbtjmuw,hfqosdid,50
xvqrebex,wwpraieu,40
eeelgzda,jigytqht,72
untxdsin,hcgmjuqy,96
xhweqasx,iudwtduf,64
askvybkb,kfeggdjz,84
iwgvmpyc,jjdrsmbp,60
jfblqohj,hqivybql,40
yuhufkud,qxdysput,90
rbtbbtzo,htdamwnb,69
asvweuld,gjxkyiae,0
grbsjqsy,cczeseik,65
tcgdjpoc,ccuduhnu,98
cnatnorr,nrlritbm,54
qlftfezf,dutkjusv,36
eicpaevq,hneqsewm,12
vbtssmyn,wybwjrwj,4
yybldois,mnwzfyhq,0
zeztojac,agkbjpxt,66
etuzpttw,keazbmhk,55
eeeanssm,qaknydll,36
uhpxomzw,aekjjvli,72
dzdzdtaw,bjlpczwk,96
owjecvvw,mcuymung,35
msviczzf,lehlxlrw,44
xtmfkxlz,wkdhpgpd,28
qkodpvcu,wwehhrpk,60
mpwjjsxt,ycvyyfqb,79
sxoczeaw,dnodbent,64
aciouryw,exnbvgun,91
jorvvgfy,ekqxqvea,10
exnuutyv,ximwcexg,20
jrjtedol,mjdaenuf,4
oezkcpqk,icijniuz,68
zxwnxzqa,shhfrxtr,47
hffukgck,yovuudmu,10
wdafaixp,tfrkkdui,36
ucnzunbn,zbmyzdeo,72
acoikkjx,zeaucenq,20
saznbihf,vyxssfjv,95
kmuifkzo,gjlyfydl,20
ppwhiocg,lvwwybgm,75
zknrhzjy,euskpdqf,2
mgxxqtte,hltycjna,78
tyhookyd,lkeboxda,22
omcfoxxe,ffadezae,6
julqoqpw,jvxaahgl,47
aeslgkfc,fylhtxto,36
lvclnunf,wbztjkav,76
cckfsqyd,yjvjejpe,76
gxnmjujp,qwdlbvwu,36
wxhxmmwt,ulqtqnxm,96
fregayyb,drbpdzya,48
vugastoh,ruxfnsym,48
vhkkgxzr,fnvbahdf,45
xmvneaxy,yipufzzo,52
tgzjfath,prfgagae,14
qotlfptw,bshdwvte,87
qfqculkq,czarevad,56
kdvwicjr,mbddtysz,8
syouqmpl,rtcvncut,34
apiigkci,hwiuvfxd,5
vydfzpyh,bqultdxl,0
hdynrahj,twidvxfa,12
dbrlmpju,mkhvzset,88
aonswpgl,jvudsmbo,50
fjevnicp,voepuvjt,47
zykfgllu,imlydmtq,28
poyvnwbv,tnchzdni,62
ubyevitn,nmivfszx,86
qooivpmr,kyjxsric,91
syduyqng,vhmicvsd,0
bdvywtqv,ticpkogm,86
foawwmxc,usrbcmbo,36
clkwdupk,vdrllauz,96
vnhnoxit,rrzmkfzx,40
roffblcj,iodxsqdi,60
iidrpuer,pcvnmorb,28
uvxozdzb,wcwgmbpl,36
kurtdbyi,ddugweey,36
zscansou,vfabbumu,16
wphmqkyl,cbbwyujb,8
ettzymhs,bfdebflm,72
gcfjeuws,wokabkjb,66
znlpxxcp,lhiingmw,89
wckbawbj,ynamnwwk,56
umxtylju,lzasxcnn,34
wgzcqvvf,qcejtmhc,18
zklbgxow,xreycraf,84
ansonfsu,whqvjprs,77
agwuegjx,cvpwlvwb,6
hvvhaqbs,ijgunjmw,25
jhknuvef,evqbkwzg,65
wzibzknu,sduicphc,0
uxsaxcvx,wlqrxjwl,42
traacpwl,rtihgijr,54
goisufrh,cbhrjfdz,95
zalnqihq,aoxiaubg,56
wwocpgnn,ykkxnblb,27
fftxfzyt,uebrbpvi,63
untbpwaw,jwjfxadj,28
jmjpesws,cdmlypar,80
lmfduugk,gjcqddnv,87
bzsnptow,bxcfjxtl,7
uhmbnpdm,ehzboeag,83
koyxokyv,qqiwvyvj,8
icsycdnk,eczormkh,52
yujsvbew,aqbblizg,80
fmjsdzjp,mvulqwlq,60
wvmkaqae,eumqldkm,4
rawwlwkw,dlaqoybv,32
meixtqnr,xnwcgsxu,64
dwtssdlz,motphrrd,0
fbiklvnp,sqznbmfl,20
ruqlaiia,gmuvzvej,64
ltjopqay,qertgfyy,44
gxzzytab,jfhlarei,63
mmkdmokd,knavlcve,16
dbggjpzf,ecseskpm,14
tsflbxcx,voprkdvo,98
krpygpov,thwhzmsf,18
xjfxlfav,csgamxut,48
lyaewzgn,mzexcwub,85
dimcxaeg,tbxprlus,0
asgmojdi,hmmsdxed,68
ygajnhjx,nirkkypq,63
pshhywwg,nkddjual,65
ahaznvpp,gqshxobb,64
fbvkvrdd,efjoyijx,4
hguoffug,idwmzyse,28
wimgbkpu,vczodhnd,80
tjkzaelw,ubljurbw,52
fflcqguu,koufbqnr,92
sjgfeast,yxpwaxdd,95
erjmjvla,juztympl,49
txzsxluh,orqvmdia,74
bjnhxvbg,ajjzkmmi,77
qpqiprxf,uegvwanq,98
cuvzjqtb,oemalwge,61
efxnfhzf,dgqrptoa,58
jqpmbobw,kiittefe,98
wwpasjwk,rthehhec,42
tnieprqb,tebdxvcs,23
kagahrmd,dtorassb,46
rvmmxfhd,tzfpbvnk,60
bpmwgsne,xmtjkdtg,59
wcdheukp,hqvchsvj,43
uijoipvi,edujxdvd,98
doncfske,gotpdlwm,10
ouyffjtf,lwcocfzq,21
xyluqdmd,bwujpnty,12
dmnbohgh,ujadkqui,18
mpjhftxv,gatkjefq,15
fignuwcx,rwnobiga,75
ghujablb,euoquatp,4
sfneoips,bqosgxjg,99
amjnkaeb,rnyufqbp,75
bmektuzp,puhkpvnd,60
jnlccdee,jykjfrys,8
ebwnmmmi,zydmwdzs,80
jcfyydui,vwhlkrtq,29
tnmbvqtq,xcwoutqr,37
lqujbwyj,wyibfhlq,60
bmhwlrtv,haytxtzd,56
wackbwjf,ybncevgy,37
fompuajk,qexijnfe,38
alrcyhsr,tjqhrswu,88
axtputam,guccvgxj,60
vvwajvzf,kbvuaovn,0
angvmcgx,cuakmipq,81
jrwlrsue,ernfarnv,4
sugmnfrt,hphbkhrb,26
fzqkvwyc,dvqrxoya,94
effslufy,lgfqnibu,8
yocctash,kqlgbsjt,92
bawfvdrj,pvjzdcng,80
qbhmikls,omragays,53
athhmkqc,hdbrwxot,18
khaiiahv,lqblmdzr,64
csjkjsqv,sexggfem,66
socoehlf,yssydnle,41
debwyysl,hvmjbnng,14
hjrmmdbz,tfjagbrf,56
gjyvjucw,khnjaqoz,30
evqpbrgo,jbkkeclw,50
iqhgqwvt,kxdfwfhi,69
lsmqjyxd,judphljz,0
gzcjxubm,uleqdggx,10
zbndzgoz,cebkddci,92
srwpavwq,sdmyyutx,33
kdtuojhd,gpplnrzj,7
babxghxt,xuakizmt,8
brwxmhwq,rjowbgkn,28
gyhnnvjy,glyoxctm,91
wwoprimh,tiirwouu,72
ywmzgbrd,adaqcfko,36
pfapvdhd,brzjgaai,90
lvkmpzfs,sqpwmpmk,28
ssuinjmd,ovntllzr,39
amotzeft,yiyltkyt,10
nwglinve,emwkbzhz,68
nrojeonk,kvvrtlcm,30
ztpyvirg,dmdwkkzl,92
hijiyzoj,jrrknzpw,20
sozmysdt,haisjdqt,4
upfgwkmo,rwjgowmh,0
mnmmibdy,cvrrwsiy,5
gjmbkpfy,tcfalooz,28
oovuubtd,hldfwvfk,80
iexkecvu,zcqmdeme,72
dhxdocct,fapkrvum,24
okjuriac,ulrxysim,4
backzcxu,lkpuwxqi,59
zvvpizku,wciqmnhu,96
bcxmqhgu,dcvuhhdz,32
dfrmatdc,uqshumqa,45
jllhgioa,pyldurok,80
azwfdwak,auxgflus,77
jchgldlw,xqzlajgc,96
hnepqvix,jbsjmmgn,48
jbeqodjy,oodwlvqw,44
gsoffdqo,lvosbcpw,60
lepeqbgy,osursipm,86
nxnpszwc,pwovvmtv,47
xctbolny,kiqpdhts,76
ertgcpzi,ieiugdac,44
fmqzbvva,btxxubgb,90
vcjpawjw,rlzuqdkt,72
gtymbbkh,pihwiwbi,52
usomtxug,phlzhuvb,64
ibibwiyj,xvmqfile,32
clottnmh,tynfhfnq,94
wdggpsrn,sxloqksz,36
rlojznxr,hkhvgprx,10
qvddclrd,gdtpiyno,56
fkbfrzxg,ccbkhkxt,0
ntvpahxa,vujgsqjb,24
arefenec,cnsefzai,75
wwhltugh,ymhjrmtt,50
aphdgbff,obcypcqp,70
eqfapbgb,tncqwgkk,76
zwquxrxa,gwqrahyn,82
vswlmock,nnnpweda,74
wrjtsbtr,tggwxfcm,58
tcvbtjer,bqsqfaqv,92
jbsoebpf,yewfrfpw,70
jcppmjlv,paqxtfmk,20
bcqwpguo,mikoffnj,44
opetaywb,bsbwzpyl,75
bmfxzpsm,wlbbyiae,89
dhhpheok,inbptthc,80
vdnttmpi,uxbxolhm,82
dsmpkufz,wagqykfe,92
jzqahwcn,qeedqlnc,50
mgczbpdz,weeekkdw,75
pbdklxjf,kpezugxq,35
givsakel,uqpnjqei,58
ypdjqtcn,hozqvhlu,69
datetyvz,gfndyigt,60
pvrjlluo,eipuzwhg,2
qvddvxow,xybzjndc,24
ktlvwrwx,vbgiyjbv,7
crnntzrv,cpvxbduk,13
nhgkjnim,akfytome,56
gcfwcnqf,kdjzowty,94
eplokjlm,rgmfrvxl,56
nlpijzby,qhdfmynj,30
jgjqqyun,yhwkilob,97
vkfulgnl,lzqpmism,89
acpwwuej,cmrckmkl,40
bybgjyel,gyccfxem,24
ziwcejeb,peghwarv,68
rdhmrykf,xcjrrpgu,35
rlwuodfi,efuytguc,76
oejyxcmv,rhzgqiie,95
vwukvhxd,vckpljnt,28
ovtsxcoq,gwvxmzia,79
koauaqtq,eutxcpai,57
mvftfzhf,hqwlbrme,50
chjvsszp,noylxlkn,45
cpkefeuo,qoomrgef,0
weymoxkz,jaosempn,10
mawvghbl,hcqfvejr,92
lydpayjj,ysmkvlhh,6
bqcssepn,bzxfsupi,33
uceumgvy,fjsxxojw,15
silazgwy,ibamxfip,20
xsrikqbd,yotedvhc,40
booqbpoq,iwligmrt,93
yovkeejy,pwjzsjrp,16
unhqylkk,gfihddeu,84
aauyvsgz,scivvoeg,0
zdmqlcpn,qxlqnhcq,40
ayvdjmhb,watvvhin,11
ssnbsgce,jgorakxj,84
qeembdpb,ifaalvzn,88
wzqycrsf,nskfgvyf,90
rptovuho,oopvghxp,73
iunnsfvb,bibfrede,25
rpdoibhx,wivllloc,64
kmlygdvn,pnghqwek,44
zcvxljgb,xmzrzqse,84
kpkmdngo,mjjsekvh,94
gnsiplbu,isqxhqfz,92
ghynmyac,sbalknho,0
kcfuiulb,cgygkmkn,27
bxfjgdsn,pavohqgz,20
dnevuktq,jmhuewbp,12
sqbkwwrs,ppakqfzr,0
xuglpmmw,efrfbyxi,11
msseiusr,qwknekqo,71
mhmbkiaj,iuhtfxmi,30
vbusichh,ljzxxnhm,40
tcdoxdmg,aerlwsva,2
ojxoeiya,cecmjhap,44
bbvvlfkl,yjjjjtzp,15
ytohanri,zpeesycz,54
npvxzrht,johnpumv,92
rpgopgiw,rlovphoq,89
ugodgleh,vqdyqppu,82
aarscfip,gipvvwss,5
uemscebh,ucwoajkb,76
ivgzovqy,kgsfcfev,17
lwsvokiv,tjguxgxm,94
zkxnjcro,pdazfxtz,99
lowjhvjv,rywegcrb,10
majnkkih,ztvaoogq,95
cidelemc,kwmosick,84
efzepzzr,brelcose,12
hawbapqj,euowqpxq,76
ovtdnpxh,praszjwj,81
jfwsqovj,gfiwsxpu,70
jdylkzwa,vdfblklp,40
amoxzcbm,fulqkqid,25
khohcnrc,muimbeex,80
fabggvie,idmbysde,23
ltuldosm,nkdjkwmp,80
npydlacs,zkqiqmyp,24
fvxhnusc,atlnydqp,45
pykbdayp,xcgmklzl,68
qptipsbs,hkhtyjcw,36
ugagccuo,ogmmxtma,4
zotmeeji,zuaxista,19
laejnchb,rpidarze,95
zzsodkca,muafwvqp,51
npcnhvnf,blgnwemx,20
eplviajc,qkecpyit,4
xawyerzb,dqcvirog,96
tkavhrzg,wztzpcju,53
iqctosuo,odtmezoi,25
zogfyjey,qgdkbccf,27
qbcjwgit,wduaihzr,2
qhcjtczj,qfdrxoit,65
qorhyxpo,gwpyqkoc,10
mgoroqbm,neixdqoe,48
osufdbbs,sxfizbyz,80
cwbqdztq,ionwfaii,20
gzsshoid,jijaaoro,25
aruclhwg,iuhsecfv,21
moqjppzg,vwbpszwt,72
vufyuzqr,qorsmimr,60
rxtufyym,kytmofpq,20
uotvxepz,xhyaspwj,98
ecgwetoj,wvphmjua,92
ntpxjjqo,nsgswaee,34
vtvzldqc,ipgouxcd,98
khhkdocn,kenbslvo,56
qashscbi,gprlbvex,4
dobyjzkb,ebplsjhf,98
svmsupzu,nrvltcld,25
snwzjavk,ofumzphi,8
pojsimeq,nypumteg,8
niqdqrqe,qysyaliv,62
pxlxjrxi,lxmqbojn,75
yuixpjkc,ziwltxfk,13
yjmbzbfy,dsxypnqo,54
bktpdcjv,xhcwjeuf,8
isibiihi,lbluralc,58
neuxvoiq,swzinzhb,25
ajoxxigw,hjpdgkna,59
ylviftje,herggwlv,90
qdnwoktz,ykivjxbm,32
ttryplrg,nziivtfq,64
wyuyirao,moulcypg,0
gzqfpyth,fnvwyena,54
qnhodtfy,dpdnyekw,90
gqetuoec,pasfbhpp,72
esnetrnw,njjjhtfi,30
hzvvhjcw,lininunh,10
krigcszh,enqnlhae,36
pznufmth,bbmzrglz,8
wdukifwx,iyodbroz,98
vhschdwq,yvogdowk,80
oycmkeui,zeeqdkcq,20
qzsivdqc,sqzeqquw,5
ndntnnxy,qjpbuymx,12
fnufguya,skkhlxpr,3
phvfzmxv,qjnaiamr,55
pmonycdp,yaxuwsdl,78
xrdzulkj,rbpynful,8
jskdpawb,ognhrlyu,52
uknreiho,jhnhpjsn,23
qdrdzago,sapcdyzz,80
pncmwdhz,akddxwup,0
hxpflolz,hvmhnhtg,16
slrlwbpn,vybnxmbs,76
trwxyaib,hhnlzjsk,40
brfpyrot,ikccxocv,4
hwkwwkmg,yaqlznwp,74
mpbcskmp,utelhkms,97
pfubbsih,ghsqxzjy,4
mmkzdbbh,ucqdyvcu,48
tcwpklzc,mdimiaxc,8
jpriqhlt,gpcyzgbg,58
prkehunc,aztwrhsp,36
lbqdfphd,bkorocsl,31
vmldrzqt,hkxfjkcs,0
kdswlocd,rboiemtu,89
orrgjwbu,kqhzxyur,76
hajtdcdz,gnycoign,28
krmuuatp,hvebaglj,15
fwsiimbd,yodlydjx,11
oiyuwmpw,wfkdnmbr,67
pkxgpswg,yiwmvrxb,64
gfurmopq,fbkyxfpq,75
qdmhxbge,uoaqbrom,60
clbojrme,mifrippy,80
vznksikt,qlvaqusx,0
ynkqecxf,atbzymgf,64
beqojfkh,etcfbeil,60
pddbuqxp,olqryupf,56
opzetmjx,lafevnbu,47
wpcngfhx,auclxkfd,50
sphyxeai,wpxhjjio,25
rximcjzm,qthgaucf,84
ljlnbwhu,mlsodoce,80
ivwtxhdw,vbombuch,54
zotwvttn,cklorlkc,84
pkpcgtwk,gpzxlgla,75
xuouraxc,erubatvi,70
xcoildqu,hsmerbev,80
pzpifzbi,pyfysklt,56
ndnyyzar,gnmkcfku,30
xrldtdfs,kyzryhuo,75
jevklstb,hgbhsljr,88
imvsahqe,hwmvklql,32
xzwaqprv,rqjqwjxf,95
soozstiq,ivbdrsak,32
jsekymod,oavcoxih,50
ecrnarxe,lakypiue,8
fuxzxqje,rvtjpgmu,95
tyneambz,bypbsjod,14
huarrlia,wusmdmpz,68
yxolayzo,cxrashzw,90
igqadars,iijpampb,36
zahkcgtr,fjeresdv,34
ehfgszfy,xaxjabvk,10
jtjzapwp,normheky,30
qkbtegae,ugbsyudn,16
rrwergyc,osyaigtt,40
ptjgugdu,nhrunspb,20
ubmtoypv,nckdlwhn,14
fgcudzkr,naulprjy,40
ompkiahj,mgjsfowz,37
nkmaahtf,dadrmpgt,42
jglmvzkn,sbrceorw,93
isvfrzow,ibckjgkw,64
khbldoae,fldytiux,14
dvscbbzm,qfmxsjly,46
poehotvl,ikrfyqcc,60
izdoniha,ycbnrfig,8
vardozus,skpeshbc,94
hlxutbfr,kvyvqlar,84
nytuxpou,gaynaswi,8
kvbnbkqs,etlwiwal,18
gqaaxmlo,egpbckqk,20
bxofxgfn,wxqhaevi,82
komvqgbr,wmgmyvxj,65
izykyynp,ususxkvf,9
legmukdv,corohwzs,85
opqnbrre,pqjudfzj,94
ivszagzb,zenkqjek,60
qktzkkfd,okvawqdx,90
xgcewyqm,culxpuqa,55
bxkvwten,qvdejsbi,84
dfuneoxh,zltkquic,55
knckfjay,ckfczxva,36
bdpyriep,vdhtdpin,95
ialzvopg,idgvpsjo,20
prcsqwhm,xmeubxhm,30
zlhviqkd,vxrdhelk,44
nywopdwi,cpajafca,73
jzbspsnu,bvbikyzh,35
lmvpebcj,xblehbed,30
ihofpsnh,mtvxwgdq,74
fwsrwtno,zkvncsyx,72
flztvbpi,fxgtkwwf,28
ssfcixtk,ryadwqxt,0
qxxpzvog,rheeypex,6
dtmmzgot,gzrliuwf,40
kmnmpapt,pppaiybq,40
ojjkhfsu,jgtjohkw,96
xawxuxvn,smvanvse,43
rsnxsrdo,deolupfh,45
vbxfnmzl,sbrwzcop,30
boljgrll,fmvheweo,40
bzjjbkbw,jbeilmlp,38
tksdnldb,dgnjcbor,14
bxvrvwld,eqhsnaug,0
wjrablwd,nzqikxjs,78
lhdkspda,dauyroyi,98
zzjjoudd,bkdiddpj,52
xxvrgmbj,dsylxmrl,60
gcuxqmdp,oivjbabr,31
mrctqzgn,yfuervin,68
zjozqncs,klvjgayt,48
jrhrsyyb,mumcwrdo,54
qxkvtekl,qppkrmuz,40
fgxkpfvf,zjysjqmj,68
tvfllhgm,vwymdavq,60
ockijysc,xnmriffy,29
scaufijy,bireibqh,56
vvkuzleq,nlctjdhg,84
iwxtxwns,tdxqbcsn,4
xsugfpeg,tdejfzqg,99
qcrlrgak,payyewyh,80
vmleyiiy,ygmurjmw,24
nsnwfdmo,ueianjce,36
suzmncgb,xkuyowuw,63
jcpnezip,omimjwpj,59
kvfbskcb,axeclghp,36
ysjmsict,tsrxvlup,20
ufgpfjjk,mbocufxc,25
xctfgrdp,wreujwns,66
bfalkkox,udjaveyf,0
qbezerst,udnothrr,80
kzejkwjw,eppbwtoy,30
jidyatlo,ijoqhzor,4
tywjjsmf,eaouhbgw,0
qykesmjp,slxouvef,28
nbixsooz,dvwxpnso,60
debeuiqf,bzbxfako,35
srrmznrt,llfqldnm,12
hxywdost,udrgmulv,16
zgyiutru,tcogiggi,75
aimvfipp,gvtkqpfv,40
xolwgini,ddztffck,88
hvengmxl,ehpqbolk,42
yigpluzw,sbutnzxt,98
disajdzo,exvqvlfx,0
izoegfit,lbtecckz,50
vvyuwmie,fwczxpvz,12
jdvvatne,ogjhzrrl,12
lgpwciyq,mpuvmbfs,0
mpmcpzir,qalxvsgq,34
nzhvkloj,sarufdso,6
bthvazfx,nqexxchs,14
fjlfzfdz,txqaedbv,32
hghwdzmr,hefyryon,0
ogkaazdi,tmldbzxi,76
niiyekki,nuguerrt,12
pikowudr,evrijwyc,55
qjguvthd,yakivafe,96
pnvainsl,fxwtqmyi,75
kgwxtdbv,uvcnyred,80
dulalvcm,xqgfwpcf,20
hstrratx,dqwguepd,40
bkcoxveg,shsfvkis,17
chfvfopm,iqehhuev,91
izlbowsg,bmplhqdl,12
yfskcpai,wlszjamw,10
bxlvcbot,iglkyqqk,36
xmwofiit,cmapcwfp,63
ceyraenh,icclpkob,33
vrqiijas,bpelnpqm,99
bbjxkrpq,pvbcnldy,88
sfjxbmov,lzwytvlo,17
zmfdwnzm,ommeyhnd,45
guyrimjf,kqbjzlpl,98
yisubdsd,fphfynfd,63
mfohzrbw,yvwbuovu,1
ukrgsogv,wpwhabit,60
krpucpfd,mkmkflks,32
yveuorsf,ovxeksek,20
bctaonej,yqyxbfqz,80
klosmxtz,ypsfrrgv,92
zzuxarbz,yjqlagnd,96
qlmzrsnd,xbigclhe,58
jmxuuubk,mjhvluym,72
dqrenqgr,pbnvgypc,64
inlwhuca,obozgjjn,53
bnkgbaxs,wemprgab,44
eimlzjue,dsaydzww,17
hglpmkli,kbqepcdi,60
ewhqggsp,gbjtgmkl,0
lrrafrck,mvotjnqn,15
gvydljzc,mcxkhxdy,60
oppkoiuz,dgnlifrd,74
xxwxbgpe,uyumjkza,28
exzvrgpa,kuwoqwjj,26
flydspjm,wkfnxbvk,13
wxjtugtr,gemhavxd,72
qoersmcb,iilrqjde,20
lgrdlvbw,frlcixij,12
qbnbrfiv,glulaxtj,50
wuqyrvot,nioudhxk,46
xotbvvfg,afflvgse,56
kjnddfcj,dapvywhy,60
rewjenxe,wlzlormz,36
ycaqybyj,mkyirntq,20
xexsyabs,ksrmeale,24
dskzimsy,thwbhbmb,24
bkurjbxq,hfhcvdod,74
xprzuvzj,dawzcaye,36
qgkpxfsq,kzlmeoxz,0
mrcwisid,ozcfhjkv,54
osxhmmzl,zbjcmhms,76
crqcfhpu,rjkiqxud,20
yrdcdwhl,ealhdhih,95
vuwprhyk,zsaafomd,36
jjyvydaq,zggcuamp,84
wbpmclvi,vtvhndvw,4
cxkyssak,nrxjquuz,39
steqpjoq,ugaeaiix,15
xmdtpzzo,xotjmgrf,72
xxfiolvb,lccrtlzj,4
tganuysb,opjflmjs,13
ictbdfcj,brcnuutz,25
tpvksdyo,hfnlcyvo,0
daveqvhp,lsiupqbo,77
vyruqccg,pwmjelpv,40
npgpnxpj,urxdhrlq,50
xponvpur,yzgcwfra,78
pdscpycb,ankfjbbv,16
upsmpzwa,hiizavaw,1
srnqqjtn,hnpwmkfn,81
hwebivpd,jwosdvla,18
bkalhouk,vjxwzaru,37
rzcgruxi,rxvjulwt,92
nusxajkv,ujweeuls,60
znbuzzob,tkechyoe,0
czncdljt,knaofhgv,20
adczxmzr,ohvldzwy,49
rysjqwgj,fmgaloth,50
ianlnlbr,nhpuewke,50
oeepjxvc,ypzzhwzi,36
manunbwz,gtspbavk,12
vemgozvx,ofacnxlw,32
jxwabzxk,dakfexiz,6
sortxxnh,gklbcxpz,90
hykjdkot,nuzhnwtp,20
znhapdnq,ckqvwadz,0
edbhtywm,gopnclqu,64
majywjki,spqqoaho,20
jvntvfpe,estlirfx,23
qibmhwwv,ntqomnak,5
ddfuzvei,bylstsmv,0
qxwwdlst,vfnbcmnz,80
lipiegwz,gnehxmiq,75
bzsdgwsv,jmwoknhe,30
rnurwnpo,qoxbmnsn,2
rgzmpedh,otzfmays,45
epomhdxh,yxxbnpel,90
sovzilxw,wvwtevki,54
xjyxucix,ecqekyxe,4
pbxipksj,ladwxhle,75
xdaksbec,khrzczhm,97
vfwtcvjw,pigzyqpe,33
vdzutaen,pzxqlaii,42
nxeolgeb,gudfviwb,24
hlfwxqod,mozrmwil,69
jhloiwnc,bphsejqu,92
acbzbwpg,itdpltwe,96
adztqcvh,yedcgvxe,47
xizowngq,kjuxhzep,67
ahfmjwrf,jicdigem,84
hpdjruvc,woukoiov,30
fbwzgpdg,ywijxgfy,23
sovpwhsl,grqtpcde,16
qumypyxr,kdmikrle,77
